"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"AFT Molecular Scale - Perspective (REC/2020/12)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/molecular-scale","Perspective taxonomy of materal entities of molecular granularity or smaller, as discussed in chemistry, mostly a subset of ChEBI","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/molecular-scale","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fmolecular-scale&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fmolecular-scale&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fmolecular-scale&f=ttl","","REC/2020/12","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Molecular Scale - Perspective (REC/2021/03)","http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/molecular-scale","Perspective taxonomy of materal entities of molecular granularity or smaller, as discussed in chemistry, mostly a subset of ChEBI","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/molecular-scale","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fmolecular-scale&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fmolecular-scale&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fmolecular-scale&f=ttl","","REC/2021/03","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Organization Perspective (REC/2020/03)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/03/organization","Allotrope Foundation Taxonomy of universals under an organizational perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/03/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F03%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F03%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F03%2Forganization&f=ttl","","REC/2020/03","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Organization Perspective (REC/2020/06)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/06/organization","Allotrope Foundation Taxonomy of universals under an organizational perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/06/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F06%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F06%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F06%2Forganization&f=ttl","","REC/2020/06","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Organization Perspective (REC/2020/09)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/organization","Allotrope Foundation Taxonomy of universals under an organizational perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Forganization&f=ttl","","REC/2020/09","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Organization Perspective (REC/2020/12)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/organization","Allotrope Foundation Taxonomy of universals under an organizational perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Forganization&f=ttl","","REC/2020/12","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Organization Perspective (REC/2021/03)","http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/organization","Allotrope Foundation Taxonomy of universals under an organizational perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Forganization&f=ttl","","REC/2021/03","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Portion of Material - Perspective","http://purl.allotrope.org/voc/afo/perspective/REC/2018/04/portion-of-material","Allotrope Foundation Taxonomy of materials (stuff, matter) under its physical composition perspective and their roles","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2018/04/portion-of-material","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2018%2F04%2Fportion-of-material&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2018%2F04%2Fportion-of-material&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2018%2F04%2Fportion-of-material&f=ttl","","REC/2018/04","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Portion of Material Perspective (REC/2020/09)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/portion-of-material","Taxonomy of materials (stuff, matter) under its physical composition perspective and their roles","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/portion-of-material","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fportion-of-material&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fportion-of-material&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fportion-of-material&f=ttl","","REC/2020/09","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Portion of Material Perspective (REC/2020/12)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/portion-of-material","Taxonomy of materials (stuff, matter) under its physical composition perspective and their roles","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/portion-of-material","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fportion-of-material&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fportion-of-material&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fportion-of-material&f=ttl","","REC/2020/12","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT Portion of Material Perspective (REC/2021/03)","http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/portion-of-material","Taxonomy of materials (stuff, matter) under its physical composition perspective and their roles","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/portion-of-material","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fportion-of-material&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fportion-of-material&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fportion-of-material&f=ttl","","REC/2021/03","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT System - Perspective (REC/2020/09)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/system","Allotrope Foundation Taxonomy of materials, roles and functions under a system perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/09/system","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fsystem&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fsystem&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F09%2Fsystem&f=ttl","","REC/2020/09","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT System - Perspective (REC/2020/12)","http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/system","Allotrope Foundation Taxonomy of materials, roles and functions under a system perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2020/12/system","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fsystem&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fsystem&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2020%2F12%2Fsystem&f=ttl","","REC/2020/12","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AFT System - Perspective (REC/2021/03)","http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/system","Allotrope Foundation Taxonomy of materials, roles and functions under a system perspective","","http://www.allotrope.org","","","https://archivo.dbpedia.org/info?o=http://purl.allotrope.org/voc/afo/perspective/REC/2021/03/system","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fsystem&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fsystem&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.allotrope.org%2Fvoc%2Fafo%2Fperspective%2FREC%2F2021%2F03%2Fsystem&f=ttl","","REC/2021/03","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AGLS Metadata Terms","http://www.agls.gov.au/agls/terms","The AGLS Metadata Terms Namespace provides URIs for the AGLS Metadata Terms Vocabulary in the context of AGLS Metadata Standard, a set of metadata properties and associated usage guidelines to improve the visibility, manageability and interoperability of online information and services. Vocabulary terms are declared using RDF Schema language to support RDF applications. It will be updated according to AGLS Working Group decisions.","http://www.naa.gov.au/","","","https://agls.gov.au/schemas/rdfs/","","","https://lov.linkeddata.es/dataset/lov/vocabs/agls/versions/2010-06-30.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"AI Risk Ontology","https://w3id.org/AIRO","AIRO represents AI risk concepts and relations based on the AI Act draft and ISO 31000 standard series.","Delaram Golpayegani","Dave Lewis,Harshvardhan J. Pandit","","","https://archivo.dbpedia.org/info?o=https://w3id.org/AIRO","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2FAIRO&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2FAIRO&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2FAIRO&f=ttl","","0.2","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AIDA Domain Ontology for LDC Seedling Corpus","https://tac.nist.gov/tracks/SM-KBP/2018/ontologies/SeedlingOntology","An ontology for creating messages from LDC data to use in AIDA interchange language development","","","","","https://archivo.dbpedia.org/info?o=https://tac.nist.gov/tracks/SM-KBP/2018/ontologies/SeedlingOntology","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Ftac.nist.gov%2Ftracks%2FSM-KBP%2F2018%2Fontologies%2FSeedlingOntology&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Ftac.nist.gov%2Ftracks%2FSM-KBP%2F2018%2Fontologies%2FSeedlingOntology&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Ftac.nist.gov%2Ftracks%2FSM-KBP%2F2018%2Fontologies%2FSeedlingOntology&f=ttl","2020-05-07","Version 1.1","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AKT Reference Ontology","http://www.aktors.org/ontology/portal","The AKT Reference Ontology has been designed to support the AKT-2 demonstrator ( AKTive Portal ), and subsequent activities. The ontology, designed by the AKT-2 group and codified by Enrico Motta, extends Version 1.","AKT Project,Enrico Motta (OCML version),Nick Gibbins (OWL translation)","","","http://d3e.open.ac.uk/akt/2002/ref-onto.html","","","https://lov.linkeddata.es/dataset/lov/vocabs/akt/versions/2003-02-10.n3","","","","","2.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"AKT Support Ontology","http://www.aktors.org/ontology/support","The AKT Reference Ontology has been designed to support the AKT-2 demonstrator ( AKTive Portal ), and subsequent activities. The ontology, designed by the AKT-2 group and codified by Enrico Motta, extends Version 1.","AKT Project,Enrico Motta (OCML version),Nick Gibbins (OWL translation)","","","http://d3e.open.ac.uk/akt/2002/ref-onto.html","","","https://lov.linkeddata.es/dataset/lov/vocabs/akts/versions/2003-02-10.n3","","","","","2.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"ALLOT","https://w3id.org/akn/ontology/allot","Akoma Ntoso (https://w3id.org/akn) is an open XML standard for parliamentary, legislative and judiciary documents. The Akoma Ntoso specifications, instead of forcing document authors to stick to one particular ontology, specify a very broad set of general guidelines that an ontology should conform to in order to be used in conjunction with Akoma Ntoso documents. These informal guidelines are mentioned with the name of *non-ontology*, and are implicitly referred by with specific XML tags (prefixed by TLC or FRBR ) in Akoma Ntoso documents, each referring to a particular (an informal) top level class (TLC).ALLOT (A Light Legal Ontology On TLCs) implements the Akoma Ntoso TLCs as a formal OWL 2 DL ontology, so as to model the entities that are present in legal documents (i.e., people, events, roles, etc.) with the main purpose of linking together datasets based, potentially, on different ontologies. ALLOT formalises the Akoma Ntoso TLCs in a set of OWL classes.## Top level classes in Akoma NtosoThe informal ontological structure defined by Akoma Ntoso for representing metadata is grounded in a basic set of concepts called top level classes (TLCs). The word informally is used because, on purpose, there is no mandated, exhaustive and shared ontology that defines these classes and the relations among them in Akoma Ntoso. What exists is a guideline that allows users (especially producers) of Akoma Ntoso documents to develop their own ontology according to their particular needs or to adopt one of the already existing ontologies, as long as it is compatible with the principles behind the TLC. These top level classes do not have a formal definition, they only have a broad description, useful to identify in very general terms what is their purpose and how one TLC differs from another.All this informality is needed to allow a great degree of flexibility in what can be expressed in the metadata layer of Akoma Ntoso documents, in order to adapt any legal document to many different ontological representation of concepts. It is the duty of a third party (e.g. the document creator or the document users) to associate a clear and formal semantics to each class using a specific formalism (e.g. OWL). This semantical detachment is an important feature that allows Akoma Ntoso to maintain documents understandable and consumable independently from the passing of time: future toolmakers will have clues about the intended meaning of a marker even in the unfortunate case the formal ontology is no longer available.## What is ALLOTALLOT is a proof-of-concept ontology we developed following the Akoma Ntoso non-ontology, its associated guidelines and best practices. ALLOT is available at https://w3id.org/akn/ontology/allot, while all the material related with the ontology is available on the ALLOT GitHub repository at https://github.com/essepuntato/allot. The current version of ALLOT is actually based on a previous implementation named ALLOT Core and available at http://akn.web.cs.unibo.it/allot/core.owl. The ALLOT ontology is meant to be used to describe in detail the documental and non-documental references (i.e. any entity) present in Akoma Ntoso documents. ALLOT can also be used to bridge knowledge bases extracted from Akoma Ntoso documents to knowledge bases that use other ontologies such as Metalex (http://justinian.leibnizcenter.org/MetaLex/metalex-cen.owl).In order to be reusable in different contexts, ALLOT has been aligned to two foundational ontologies, i.e. DOLCE and BFO. The alignment is still under revision and can slightly change in future releases of the ontology.One of the peculiarities of Akoma Ntoso (https://w3id.org/akn) is the idea of non-ontology: the use of few XML tags (prefixed with either TLC of FRBR ) that would refer some how to top level classes (TLCs) defined in an ontology for describing entities referenced in legal documents. ALLOT (A Light Legal Ontology on TLCs) provides a formal implementation of such TLCs in OWL 2 DL, with the intent of making available a vocabulary for enabling the integration of heterogeneous legal knowledge-bases.","Fabio Vitali (http://orcid.org/0000-0002-7562-5203),Silvio Peroni (http://orcid.org/0000-0003-0530-4305),Gioele Barabucci (http://orcid.org/0000-0003-4586-0111),Monica Palmirani (http://orcid.org/0000-0002-8557-8084),Angelo Di Iorio (http://orcid.org/0000-0002-6893-7452),Francesco Poggi (http://orcid.org/0000-0001-6577-5606)","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/akn/ontology/allot","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fakn%2Fontology%2Fallot&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fakn%2Fontology%2Fallot&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fakn%2Fontology%2Fallot&f=ttl","2020-05-07","April 21, 2017","DBpedia Archivo","https://archivo.dbpedia.org/list"
"AMLO-core vocabulary","http://w3id.org/amlo/core","The AMLO-core is the main module of the AMLO projects that adds some concepts to describe the Anti Money Laundering (AML) knowledge and facts.AMLO-core can be used as an upper ontology to derive taxonomies and axioms as well as a way to share information among investigators.AMLO-core is a formal conceptual model that defines the main terms used in Anti Money Laundering (AML) investigations. AMLO-core is developed by a multidisciplinary group of domain experts and data scientists as part of the AMLO project by Mopso and LinkedData.Center.","Andrea Danielli,Enrico Fagnoni","","","https://gitlab.com/mopso/amlo,https://linkeddata.center/,https://mopso.eu/","https://archivo.dbpedia.org/info?o=http://w3id.org/amlo/core","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fw3id.org%2Famlo%2Fcore&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fw3id.org%2Famlo%2Fcore&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fw3id.org%2Famlo%2Fcore&f=ttl","2020-07-09","1.6.5","DBpedia Archivo","https://archivo.dbpedia.org/list"
